priority_score,manifest_id,provider,accession,access_state,gold_candidate_source_count,source_count,target_modality_hints,download_policy,raw_download_status
61,dataset:275092c35d300e4a,SRA,SRP668579,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;sequencing;western_blot,metadata_then_manual_file_selection,not_attempted
53,dataset:2396f4104fb82059,GEO,GSE1456,public_metadata_unresolved,0,3,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
53,dataset:8a49e86d284a189f,GEO,GSE18105,public_metadata_unresolved,0,3,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
53,dataset:f437ea158b0b9cd0,GEO,GSE18229,public_metadata_unresolved,0,3,afm;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
53,dataset:33e32fe961db4a48,GEO,GSE4922,public_metadata_unresolved,0,3,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
53,dataset:bece75433992967e,GEO,GSE7305,public_metadata_unresolved,0,3,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
53,dataset:a0093927e488b203,GEO,GSE76427,public_metadata_unresolved,0,3,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
52,dataset:81e010ceab727538,GEO,GSE11121,public_metadata_unresolved,0,2,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
52,dataset:051907aa0ada7c3f,GEO,GSE12093,public_metadata_unresolved,0,2,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
52,dataset:3b9b4e29ce07857c,GEO,GSE126044,public_metadata_unresolved,0,2,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
52,dataset:fea616fd2826196c,GEO,GSE13911,public_metadata_unresolved,0,2,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
52,dataset:6ea5003813f76063,GEO,GSE14333,public_metadata_unresolved,0,2,afm;flow_cytometry;immunofluorescence;omics;pcr,metadata_then_manual_file_selection,not_attempted
52,dataset:bc7791535b9d917f,GEO,GSE179640,public_metadata_unresolved,0,2,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
52,dataset:60bf663af630b61a,GEO,GSE2603,public_metadata_unresolved,0,2,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
52,dataset:103d483c681ca7e8,GEO,GSE39791,public_metadata_unresolved,0,2,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
52,dataset:fddb51a9b421324e,GEO,GSE4290,public_metadata_unresolved,0,2,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
52,dataset:c3ad60a6adf13ac6,GEO,GSE5327,public_metadata_unresolved,0,2,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
52,dataset:e7fecef2f8cd1893,GEO,GSE54236,public_metadata_unresolved,0,2,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
52,dataset:ac7a1a7f1d18a783,GEO,GSE60436,public_metadata_unresolved,0,2,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
52,dataset:aa17bbcca10392f6,GEO,GSE64041,public_metadata_unresolved,0,2,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
52,dataset:b9b72ed53c6e1cee,GEO,GSE68848,public_metadata_unresolved,0,2,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
52,dataset:b136c4434f3b8106,GEO,GSE71187,public_metadata_unresolved,0,2,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
52,dataset:20285e90ebf227e7,GEO,GSE72094,public_metadata_unresolved,0,2,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
52,dataset:a446060b200d86da,GEO,GSE7390,public_metadata_unresolved,0,2,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
52,dataset:fb4cacdd40fe9269,GEO,GSE77953,public_metadata_unresolved,0,2,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
52,dataset:195b0c93f90453ff,GEO,GSE89377,public_metadata_unresolved,0,2,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
52,dataset:c00777602349d339,GEO,GSE89632,public_metadata_unresolved,0,2,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:2384c9338ecb9b2f,ArrayExpress,E-MTAB-10279,public_metadata_unresolved,0,1,afm;flow_cytometry;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:ed09616569009039,ArrayExpress,E-MTAB-13783,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:f3fa7dd81f0dbfa2,ArrayExpress,E-MTAB-181,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:b50d6d6b7f4b61a4,ArrayExpress,E-MTAB-1813,public_metadata_unresolved,0,1,immunofluorescence;omics;pcr;traction_force_microscopy;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:8145834f8aa484cb,ArrayExpress,E-MTAB-2770,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:c6d9877b9e1e6fda,ArrayExpress,E-MTAB-5081,public_metadata_unresolved,0,1,immunofluorescence;omics;pcr;traction_force_microscopy;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:3712f564c7bb7b25,ArrayExpress,E-MTAB-5217,public_metadata_unresolved,0,1,afm;flow_cytometry;immunofluorescence;omics;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:b433d77e598e1a71,ArrayExpress,E-MTAB-6134,public_metadata_unresolved,0,1,afm;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:8b11372a4b6c9742,ArrayExpress,E-MTAB-8524,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:515148cfdd641edf,BioProject,PRJDB16201,public_metadata_unresolved,0,1,immunofluorescence;omics;pcr;sequencing;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:26d81d122fda338a,BioProject,PRJDB37988,public_metadata_unresolved,0,1,flow_cytometry;omics;pcr;sequencing;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:ec4c0ee5ce927df1,BioProject,PRJNA1062085,public_metadata_unresolved,0,1,flow_cytometry;omics;pcr;sequencing;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:eee4d6c6cbc48159,BioProject,PRJNA1161221,public_metadata_unresolved,0,1,immunofluorescence;omics;pcr;sequencing;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:6a082dac90da4c30,BioProject,PRJNA1166140,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;sequencing,metadata_then_manual_file_selection,not_attempted
51,dataset:41ab5da7ae5f6441,BioProject,PRJNA1182410,public_metadata_unresolved,0,1,immunofluorescence;omics;pcr;sequencing;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:afecfb4f180d6af6,BioProject,PRJNA1190133,public_metadata_unresolved,0,1,immunofluorescence;omics;pcr;sequencing;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:8ad316d63a31badb,BioProject,PRJNA1193290,public_metadata_unresolved,0,1,flow_cytometry;omics;pcr;sequencing;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:cbf428fca0510947,BioProject,PRJNA1218296,public_metadata_unresolved,0,1,immunofluorescence;omics;pcr;sequencing;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:f8a7bfb90107c722,BioProject,PRJNA1221101,public_metadata_unresolved,0,1,immunofluorescence;omics;pcr;sequencing;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:94a0afc94379a199,BioProject,PRJNA1245494,public_metadata_unresolved,0,1,immunofluorescence;omics;pcr;sequencing;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:425e9fd255731528,BioProject,PRJNA1246160,public_metadata_unresolved,0,1,immunofluorescence;omics;pcr;sequencing;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:303c4b7de68c38fb,BioProject,PRJNA1255135,public_metadata_unresolved,0,1,immunofluorescence;omics;pcr;sequencing;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:45da2f9fd8d4e6d6,BioProject,PRJNA1256532,public_metadata_unresolved,0,1,flow_cytometry;omics;pcr;sequencing;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:23358355a37e65ba,BioProject,PRJNA1297406,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;sequencing;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:3ab9c19e24d585d6,BioProject,PRJNA1297692,public_metadata_unresolved,0,1,immunofluorescence;omics;pcr;sequencing;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:10e7cef87f82921c,BioProject,PRJNA1302099,public_metadata_unresolved,0,1,immunofluorescence;omics;pcr;sequencing;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:0e35b38b3f25ecd1,BioProject,PRJNA1309714,public_metadata_unresolved,0,1,immunofluorescence;omics;pcr;sequencing;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:93dd188b8ee2d343,BioProject,PRJNA1311743,public_metadata_unresolved,0,1,immunofluorescence;omics;pcr;sequencing;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:ef917ff201f137fb,BioProject,PRJNA1327558,public_metadata_unresolved,0,1,immunofluorescence;omics;pcr;sequencing;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:0afa56e481ec38f3,BioProject,PRJNA1358032,public_metadata_unresolved,0,1,flow_cytometry;omics;pcr;sequencing;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:c3193a0553716082,BioProject,PRJNA1367356,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;sequencing;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:f06fa9224adeab06,BioProject,PRJNA1367840,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;sequencing;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:3732799e549b63f8,BioProject,PRJNA1368594,public_metadata_unresolved,0,1,immunofluorescence;omics;pcr;sequencing;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:637e0967cd07882b,BioProject,PRJNA1416616,public_metadata_unresolved,0,1,immunofluorescence;omics;pcr;sequencing;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:a1d1b5ec08cb1527,BioProject,PRJNA1426168,public_metadata_unresolved,0,1,immunofluorescence;omics;pcr;sequencing;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:a2a6584f188b831a,BioProject,PRJNA1432438,public_metadata_unresolved,0,1,immunofluorescence;omics;pcr;sequencing;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:098f517b6187d606,BioProject,PRJNA1437528,public_metadata_unresolved,0,1,immunofluorescence;omics;pcr;sequencing;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:2a6a25369fc85cba,BioProject,PRJNA1454191,public_metadata_unresolved,0,1,immunofluorescence;omics;pcr;sequencing;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:95593bb44be11e5c,BioProject,PRJNA636991,public_metadata_unresolved,0,1,immunofluorescence;omics;pcr;sequencing;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:de0b3906dd5a8330,BioProject,PRJNA804684,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;sequencing;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:2c19a35ed13fcdba,GEO,GSE10141,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:eb6be33e00784a56,GEO,GSE102079,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:4681310c1394a0ae,GEO,GSE103237,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:9f726dce480bd627,GEO,GSE104645,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:12c2d94994cffd88,GEO,GSE109660,public_metadata_unresolved,0,1,afm;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:b3c915cb27feddff,GEO,GSE112122,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:c0652ba7b4c5ee7b,GEO,GSE113289,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:9d1e261bed542441,GEO,GSE116080,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:8c9dcceb3eb55461,GEO,GSE116174,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:74a7df1b66d85259,GEO,GSE11691,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:01ac6f434adc2c0e,GEO,GSE124114,public_metadata_unresolved,0,1,afm;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:19c828e202057b8b,GEO,GSE124808,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:b8da77df1c90c782,GEO,GSE125449,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:439fbac9060a219c,GEO,GSE125848,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:b184c2a5166bfb4a,GEO,GSE126848,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:0ad1250ee680dbe3,GEO,GSE130592,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:f40b3df512bf11b6,GEO,GSE132143,public_metadata_unresolved,0,1,afm;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:f6e6b654ddcad3c8,GEO,GSE135337,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:33ffd5b41d24e19b,GEO,GSE135918,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:efaaa93c56097b36,GEO,GSE138263,public_metadata_unresolved,0,1,afm;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:da75defd1cbb11ec,GEO,GSE14323,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:5dbce9af3a2c8fc9,GEO,GSE143985,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:a13c93a78490013c,GEO,GSE146110,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:0eb95e99b2c915ce,GEO,GSE146112,public_metadata_unresolved,0,1,afm;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:e62e14f720d091bb,GEO,GSE146643,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:fb803f5ff9f0970f,GEO,GSE147471,public_metadata_unresolved,0,1,afm;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:a07f6b14baf16112,GEO,GSE14747115,public_metadata_unresolved,0,1,afm;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:7372918cad9cc6a8,GEO,GSE148676,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:66c1cbb61edacf3b,GEO,GSE153534,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:18c253aaefa0b675,GEO,GSE153895,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:52813fe92f62330b,GEO,GSE153960,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:6c150b845920f108,GEO,GSE155468,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:280598efa3031d2d,GEO,GSE155478,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;traction_force_microscopy,metadata_then_manual_file_selection,not_attempted
51,dataset:111ce0167b418975,GEO,GSE1563,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:3a3ae06bdc3a8f38,GEO,GSE159385,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:615db7221c7c0406,GEO,GSE160512,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:06e4d43ec23225ab,GEO,GSE161158,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:f02178123d768dad,GEO,GSE161277,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:2c0ce38556b04858,GEO,GSE163129,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:37697f3d241e3050,GEO,GSE165409,public_metadata_unresolved,0,1,immunofluorescence;omics;pcr;traction_force_microscopy;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:128b5231fff224b6,GEO,GSE16643,public_metadata_unresolved,0,1,afm;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:f291d018a2b5dfa0,GEO,GSE174490,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:9ec7e9864c8fa32a,GEO,GSE17537,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:83e7381cfc39c56a,GEO,GSE17554064,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:13dc2a6384891adf,GEO,GSE179568,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:bb3630e7764e3bcf,GEO,GSE181919,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:9ef747b2e3b5e2a9,GEO,GSE182109,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:37b26f95353bbdea,GEO,GSE183519,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:15bda54ad0957bf0,GEO,GSE18597,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:a2a9b7f004236efc,GEO,GSE189803,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:753134427b186805,GEO,GSE192742,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:0b2550f33f9bf43b,GEO,GSE203236,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:96989711715ff7ae,GEO,GSE220705,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:bafbafc6d2bef782,GEO,GSE222556,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:5cda4436dc68eb4b,GEO,GSE225642,public_metadata_unresolved,0,1,afm;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:c044109bee98abe2,GEO,GSE22834,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:46b8e6813407e765,GEO,GSE232237,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:b2650241a7ed2b1d,GEO,GSE241211,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:dc4500e9ab91933b,GEO,GSE241628,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:28ed940726a95d2f,GEO,GSE246174,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;traction_force_microscopy,metadata_then_manual_file_selection,not_attempted
51,dataset:2f79ae3e5eda3f05,GEO,GSE252050,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:8dc948d984d9f7a8,GEO,GSE255019,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:0a1266d3a5437e8a,GEO,GSE256490,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:665577e1ab54f5f1,GEO,GSE26595,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:ab29625b652b29c9,GEO,GSE270452,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:eecd72c6e7713177,GEO,GSE27262,public_metadata_unresolved,0,1,afm;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:8875a4bd8a75f0a5,GEO,GSE274674,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:84c6928ec7631947,GEO,GSE274858,public_metadata_unresolved,0,1,afm;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:f643cec40050b590,GEO,GSE281949,public_metadata_unresolved,0,1,afm;flow_cytometry;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:abf666b30d071871,GEO,GSE286676,public_metadata_unresolved,0,1,afm;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:0f6c883e700a5e39,GEO,GSE28700,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:a5f4c2e00eead70b,GEO,GSE287756,public_metadata_unresolved,0,1,immunofluorescence;omics;pcr;traction_force_microscopy;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:3c64e3cf6d02c2e5,GEO,GSE294660,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:29fb66624f40639d,GEO,GSE296927,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:9986d113428c6f9b,GEO,GSE300270,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:8ea02b8d2314ea7b,GEO,GSE300605,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:81ab9d2c373fbe2f,GEO,GSE302085,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:536c6a38228255ea,GEO,GSE302327,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:a24f75d9b628ae44,GEO,GSE303787,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:37bf95fded04ed12,GEO,GSE312614,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:a7ff09fa0eacaf03,GEO,GSE312823,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:0c387516c75d0e29,GEO,GSE314597,public_metadata_unresolved,0,1,afm;flow_cytometry;immunofluorescence;omics;pcr,metadata_then_manual_file_selection,not_attempted
51,dataset:8a4d249eb936e601,GEO,GSE315534,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:1761ea172ae4f698,GEO,GSE315896,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:f0a1e949f422f508,GEO,GSE31737,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
51,dataset:f2dd136e3f7369ac,GEO,GSE317434,public_metadata_unresolved,0,1,flow_cytometry;immunofluorescence;omics;pcr;western_blot,metadata_then_manual_file_selection,not_attempted
