Frame,Time_min,model_choice,used_thresh,review_mode,filename,Area_um2,Area_px,Perimeter_px,Solidity,Circularity,A0_um2,A_over_A0,EffectiveRadius_um,Series
25,1500,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t077.png,713130.246144,170023.5,1622.3443557024002,0.9737691397938758,0.8117695034740673,162214.7072,4.396212023270847,476.4413998429558,MD-Experiment-0004_Position(102)
26,1560,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t080.png,729045.532672,173818.0,1626.1017169952393,0.9752810375736084,0.826055440289593,162214.7072,4.494324499030381,481.7285548186088,MD-Experiment-0004_Position(102)
27,1620,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t083.png,741787.8282239999,176856.0,1640.5281211137772,0.9762904979823462,0.8257760897341196,162214.7072,4.572876535229476,485.9201572012656,MD-Experiment-0004_Position(102)
28,1680,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t086.png,750935.605248,179037.0,1679.3565481901169,0.9744013976232785,0.7977500352309537,162214.7072,4.629269553975436,488.90717630021226,MD-Experiment-0004_Position(102)
29,1740,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t089.png,764495.79008,182270.0,1666.8123922348022,0.9780689751391147,0.8244258796582047,162214.7072,4.712863606981253,493.301700715041,MD-Experiment-0004_Position(102)
30,1800,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t092.png,781505.789952,186325.5,1687.2560427188873,0.9760014038248991,0.8224702067150494,162214.7072,4.817724628312863,498.7594801621264,MD-Experiment-0004_Position(102)
31,1860,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t095.png,798303.9774719999,190330.5,1700.628628373146,0.97673004387653,0.8269881396202049,162214.7072,4.921279896574013,504.091309396601,MD-Experiment-0004_Position(102)
32,1920,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t098.png,813585.9240959999,193974.0,1712.2438524961472,0.9774304243322096,0.8314232296820072,162214.7072,5.015488041370394,508.89335120409254,MD-Experiment-0004_Position(102)
33,1980,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t101.png,831696.928768,198292.0,1733.3565481901169,0.9759689331092238,0.8293526682571494,162214.7072,5.127136393018746,514.5263401766234,MD-Experiment-0004_Position(102)
34,2040,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t104.png,845934.493696,201686.5,1761.1139087677002,0.9751058208092904,0.817168842832992,162214.7072,5.214906270200387,518.9116614678421,MD-Experiment-0004_Position(102)
35,2100,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t107.png,863640.7480319999,205908.0,1772.4692469835281,0.9766425954252783,0.8236176915458782,162214.7072,5.324059469941822,524.3142075223117,MD-Experiment-0004_Position(102)
36,2160,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t110.png,874887.7742079999,208589.5,1789.741325378418,0.9756998285656818,0.8183173794600261,162214.7072,5.393393665158371,527.7171854618139,MD-Experiment-0004_Position(102)
37,2220,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t113.png,890943.5699199999,212417.5,1795.6824486255646,0.9792412427594441,0.8278298489631037,162214.7072,5.492372333548803,532.5374600320764,MD-Experiment-0004_Position(102)
38,2280,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t116.png,907364.2700799999,216332.5,1822.2266061306,0.9770894966238342,0.8187039133515451,162214.7072,5.593600517129929,537.4225688751851,MD-Experiment-0004_Position(102)
39,2340,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t119.png,924183.42912,220342.5,1836.3098670244217,0.9768730132692555,0.8211380954157225,162214.7072,5.697285067873303,542.3806063422,MD-Experiment-0004_Position(102)
40,2400,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t122.png,941608.665088,224497.0,1846.4692451953888,0.9802698943957942,0.8274394994646201,162214.7072,5.804705882352941,547.4699507861891,MD-Experiment-0004_Position(102)
41,2460,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t125.png,953807.7982719999,227405.5,1865.7413246631622,0.9778946961031366,0.8209334775001474,162214.7072,5.879909502262443,551.0049470823037,MD-Experiment-0004_Position(102)
42,2520,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t128.png,969884.5655039999,231238.5,1866.8540247678757,0.9812669475881911,0.8337758018522895,162214.7072,5.9790174531351,555.6292339834123,MD-Experiment-0004_Position(102)
43,2580,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t131.png,986282.196992,235148.0,1879.380936741829,0.9815439778435903,0.8366070473909539,162214.7072,6.0801034259857785,560.3064999351895,MD-Experiment-0004_Position(102)
44,2640,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t134.png,1000853.209088,238622.0,1907.1799238920212,0.9785706230328381,0.824398157625711,162214.7072,6.169928894634777,564.4302180708285,MD-Experiment-0004_Position(102)
45,2700,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t137.png,1015757.668352,242175.5,1926.4520009756088,0.976445210519419,0.8200185628650513,162214.7072,6.261809954751131,568.6173650210111,MD-Experiment-0004_Position(102)
46,2760,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t140.png,1030815.219712,245765.5,1937.3393045663834,0.9771016797535036,0.8228475921304698,162214.7072,6.354634776987718,572.8164411598588,MD-Experiment-0004_Position(102)
47,2820,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t143.png,1049492.455424,250218.5,1952.3098657131195,0.9770992217367026,0.8249578935977835,162214.7072,6.469773755656108,577.9825464810858,MD-Experiment-0004_Position(102)
48,2880,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t146.png,1063860.043776,253644.0,1965.0377875566483,0.9771887581145378,0.8254535601702343,162214.7072,6.558345184227536,581.9253985261522,MD-Experiment-0004_Position(102)
49,2940,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t149.png,1080731.6316159999,257666.5,1972.594137787819,0.9789351508865511,0.832132235117316,162214.7072,6.6623529411764695,586.5215790189746,MD-Experiment-0004_Position(102)
50,3000,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t152.png,1097724.854272,261718.0,1993.179921746254,0.9796741880904967,0.8278477057306651,162214.7072,6.767110536522301,591.1147717866967,MD-Experiment-0004_Position(102)
51,3060,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t155.png,1116139.9459839999,266108.5,1997.9078459739685,0.9812604055083051,0.8377563071510822,162214.7072,6.880633484162895,596.0523292223169,MD-Experiment-0004_Position(102)
52,3120,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t158.png,1134360.00256,270452.5,2019.2215554714203,0.9799571714302279,0.8335524202831974,162214.7072,6.99295410471881,600.8976645871725,MD-Experiment-0004_Position(102)
53,3180,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t161.png,1152877.85472,274867.5,2039.7657101154327,0.9786097399025547,0.8301807961747761,162214.7072,7.107110536522301,605.7824846590861,MD-Experiment-0004_Position(102)
54,3240,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t164.png,1169130.78272,278742.5,2044.8784083127975,0.9804795773359785,0.837679864458545,162214.7072,7.207304460245637,610.0376106286967,MD-Experiment-0004_Position(102)
55,3300,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t167.png,1181900.341248,281787.0,2084.1504839658737,0.978690446213825,0.815215954020416,162214.7072,7.2860245636716225,613.3600599185069,MD-Experiment-0004_Position(102)
56,3360,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t170.png,1201370.300416,286429.0,2098.6357666254044,0.9761408172306854,0.8172458246303936,162214.7072,7.406050420168067,618.3914970227222,MD-Experiment-0004_Position(102)
57,3420,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t173.png,1218803.924992,290585.5,2104.8784078359604,0.9765396978490523,0.8241946239713771,162214.7072,7.5135229476405945,622.8622148152518,MD-Experiment-0004_Position(102)
58,3480,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t176.png,1237606.989824,295068.5,2123.647962331772,0.9754282210170858,0.8221814279925413,162214.7072,7.629437621202327,627.6484207509338,MD-Experiment-0004_Position(102)
59,3540,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t179.png,1256999.354368,299692.0,2141.4053194522858,0.9757631798291311,0.8212724599329138,162214.7072,7.7489851325145445,632.5466950526076,MD-Experiment-0004_Position(102)
60,3600,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t182.png,1273705.2672,303675.0,2157.7484629154205,0.9763778768061423,0.8196289173641212,162214.7072,7.8519715578539095,636.7361923388105,MD-Experiment-0004_Position(102)
61,3660,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t185.png,1286565.003264,306741.0,2188.032740831375,0.971855752414265,0.8051449261887295,162214.7072,7.931247575953457,639.9424659741,MD-Experiment-0004_Position(102)
62,3720,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t188.png,1308541.059072,311980.5,2200.393126964569,0.9723941247516266,0.809723519845762,162214.7072,8.06672268907563,645.3848120153009,MD-Experiment-0004_Position(102)
63,3780,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t191.png,1325035.159552,315913.0,2221.1210501194,0.9707496496964035,0.8046979698470443,162214.7072,8.168403361344538,649.4395975196754,MD-Experiment-0004_Position(102)
64,3840,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t194.png,1342756.093952,320138.0,2247.062173485756,0.9699270444519851,0.7967405360661933,162214.7072,8.27764705882353,653.7679553468895,MD-Experiment-0004_Position(102)
65,3900,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t197.png,1356465.176576,323406.5,2261.647962331772,0.9676035837114362,0.7945268847649714,162214.7072,8.362159017453134,657.0968543283266,MD-Experiment-0004_Position(102)
66,3960,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t200.png,1372613.246976,327256.5,2281.731221795082,0.967262973554122,0.7898946552358453,162214.7072,8.461706528765353,660.9964950128661,MD-Experiment-0004_Position(102)
67,4020,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t203.png,1390178.992128,331444.5,2301.44695019722,0.970567694157024,0.7863551647688743,162214.7072,8.569993535875888,665.2125350287384,MD-Experiment-0004_Position(102)
68,4080,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t206.png,1409070.137344,335948.5,2313.2459394931793,0.9695693268974076,0.7889308762840384,162214.7072,8.68645119586296,669.7170708910942,MD-Experiment-0004_Position(102)
69,4140,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t209.png,1423506.931712,339390.5,2333.329198718071,0.9719295231140417,0.7833530058382002,162214.7072,8.775449256625727,673.1391605122108,MD-Experiment-0004_Position(102)
70,4200,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t212.png,1439480.938496,343199.0,2344.45913875103,0.9717341200853951,0.7846401767625141,162214.7072,8.873923723335487,676.9054688037303,MD-Experiment-0004_Position(102)
71,4260,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t215.png,1454945.3373439999,346886.0,2373.914986014366,0.9708481900465152,0.7735106762719606,162214.7072,8.969256625727214,680.5317661458615,MD-Experiment-0004_Position(102)
72,4320,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t218.png,1467666.661376,349919.0,2374.885550379753,0.9711946377646251,0.7796362401123755,162214.7072,9.047679379444084,683.5004081478946,MD-Experiment-0004_Position(102)
73,4380,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t221.png,1495781.081088,356622.0,2371.998242378235,0.970571665736797,0.7965063996036297,162214.7072,9.220995475113122,690.0158734963918,MD-Experiment-0004_Position(102)
74,4440,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t224.png,1517532.7416319998,361808.0,2393.4540860652924,0.9706920790272904,0.793666095002404,162214.7072,9.3550872656755,695.0148734157117,MD-Experiment-0004_Position(102)
75,4500,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t227.png,1536530.8416,366337.5,2408.72616815567,0.9694815273526972,0.793444181604987,162214.7072,9.472204266321913,699.3518122573074,MD-Experiment-0004_Position(102)
76,4560,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t230.png,1553228.365824,370318.5,2408.0398774147034,0.9725606112932729,0.8025238046969442,162214.7072,9.57513897866839,703.1414824506321,MD-Experiment-0004_Position(102)
77,4620,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t233.png,1569699.397632,374245.5,2421.5545955896378,0.9710119921747298,0.8020065609449968,162214.7072,9.676677440206852,706.8598422622456,MD-Experiment-0004_Position(102)
78,4680,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t236.png,1583968.4198399999,377647.5,2447.554595351219,0.9698201975092418,0.7921942796459521,162214.7072,9.764641241111828,710.0653543428162,MD-Experiment-0004_Position(102)
79,4740,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t239.png,1598199.693312,381040.5,2456.0987508296967,0.9684019381228978,0.7937602636619081,162214.7072,9.852372333548804,713.2480371351272,MD-Experiment-0004_Position(102)
80,4800,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t242.png,1616904.192,385500.0,2472.9688082933426,0.9697308148002808,0.7921309260784356,162214.7072,9.967679379444085,717.4096384393048,MD-Experiment-0004_Position(102)
81,4860,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t245.png,1633809.334272,389530.5,2481.3535865545273,0.9687295218034118,0.7950126210880768,162214.7072,10.071893988364577,721.1502362463283,MD-Experiment-0004_Position(102)
82,4920,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(102)_t248.png,1648887.8571519998,393125.5,2518.2652716636658,0.9679103503800236,0.7790011996431967,162214.7072,10.164848093083386,724.4703624993141,MD-Experiment-0004_Position(102)
0,0,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(104)_t002.png,83550.53568,19920.0,555.5289996862411,0.969626168224299,0.811121154792492,83550.53568,1.0,163.07961706754017,MD-Experiment-0004_Position(104)
1,60,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(104)_t005.png,111639.789568,26617.0,625.126979470253,0.9816156810680238,0.8559186373703886,83550.53568,1.3361947791164657,188.51007588713242,MD-Experiment-0004_Position(104)
2,120,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(104)_t008.png,134012.207104,31951.0,692.440686583519,0.979190928593319,0.8373926845777536,83550.53568,1.6039658634538152,206.53670470527226,MD-Experiment-0004_Position(104)
3,180,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(104)_t011.png,152234.360832,36295.5,739.3940050601959,0.9790410681772204,0.8342780118278581,83550.53568,1.8220632530120482,220.1311020044556,MD-Experiment-0004_Position(104)
4,240,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(104)_t014.png,174424.326144,41586.0,792.0630509853363,0.978229420274514,0.8329856208607985,83550.53568,2.0876506024096386,235.62891885882985,MD-Experiment-0004_Position(104)
5,300,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(104)_t017.png,185992.21657599998,44344.0,813.8620404005051,0.9814962372731297,0.8412849966352945,83550.53568,2.2261044176706823,243.3169975348568,MD-Experiment-0004_Position(104)
6,360,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(104)_t020.png,201534.21004799998,48049.5,860.4478265047073,0.9781765621978156,0.8155482366112901,83550.53568,2.4121234939759035,253.27915718139747,MD-Experiment-0004_Position(104)
7,420,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(104)_t023.png,214414.917632,51120.5,883.4183889627457,0.9760011455300462,0.8231369298249905,83550.53568,2.5662901606425703,261.24775219616487,MD-Experiment-0004_Position(104)
8,480,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(104)_t026.png,225387.216896,53736.5,909.0752427577972,0.9751744412888239,0.8171082193217535,83550.53568,2.6976154618473895,267.8487994325289,MD-Experiment-0004_Position(104)
9,540,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(104)_t029.png,236237.881344,56323.5,924.7320972681046,0.9771175781758251,0.82768985897515,83550.53568,2.827484939759036,274.22044621601157,MD-Experiment-0004_Position(104)
10,600,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(104)_t032.png,248730.615808,59302.0,946.4894561767578,0.9767434199690351,0.8318550239784749,83550.53568,2.977008032128514,281.3777070207742,MD-Experiment-0004_Position(104)
11,660,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(104)_t035.png,265751.10144,63360.0,971.8031650781631,0.981336637497096,0.8430792766301544,83550.53568,3.180722891566265,290.8456684439076,MD-Experiment-0004_Position(104)
12,720,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(104)_t038.png,279095.279616,66541.5,995.7026590108871,0.984975538993287,0.8434184883907082,83550.53568,3.340436746987952,298.0583612130386,MD-Experiment-0004_Position(104)
13,780,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(104)_t041.png,287838.30630399997,68626.0,1014.0874357223511,0.980952993560468,0.8385862671619819,83550.53568,3.44508032128514,302.69089599616524,MD-Experiment-0004_Position(104)
14,840,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(104)_t044.png,299202.772992,71335.5,1036.8153561353683,0.9791367844569044,0.8338976153942317,83550.53568,3.581099397590361,308.6084908374332,MD-Experiment-0004_Position(104)
15,900,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(104)_t047.png,311949.262848,74374.5,1061.785920739174,0.9752881627086639,0.8290104375395057,83550.53568,3.7336596385542165,315.11352613346236,MD-Experiment-0004_Position(104)
16,960,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(104)_t050.png,323164.83174399997,77048.5,1091.5849075317383,0.9720184441094283,0.8125666756433053,83550.53568,3.867896586345381,320.72817277413674,MD-Experiment-0004_Position(104)
17,1020,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(104)_t053.png,336565.633024,80243.5,1108.5554716587067,0.9734862730349756,0.8205496552548397,83550.53568,4.0282881526104415,327.31050753259495,MD-Experiment-0004_Position(104)
18,1080,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(104)_t056.png,348265.644032,83033.0,1129.8275490999222,0.9743027117092804,0.8174030862263586,83550.53568,4.168323293172691,332.9510437189685,MD-Experiment-0004_Position(104)
19,1140,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(104)_t059.png,358906.59328,85570.0,1155.1412584781647,0.9704234616344213,0.8058629775242648,83550.53568,4.295682730923694,337.999285291506,MD-Experiment-0004_Position(104)
20,1200,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(104)_t062.png,368555.58963199996,87870.5,1175.584909439087,0.973278468814727,0.7989966465319963,83550.53568,4.411169678714859,342.5126096776026,MD-Experiment-0004_Position(104)
21,1260,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(104)_t065.png,372890.402816,88904.0,1181.2833938598633,0.9733357419298332,0.8006136083727219,83550.53568,4.463052208835341,344.52097422274426,MD-Experiment-0004_Position(104)
22,1320,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(104)_t068.png,384066.125824,91568.5,1198.5554703474045,0.97209571430088,0.8010132262582169,83550.53568,4.596812248995984,349.64559885416384,MD-Experiment-0004_Position(104)
23,1380,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(104)_t071.png,396305.104896,94486.5,1217.182888507843,0.9692563356875779,0.8014343440842953,83550.53568,4.743298192771085,355.1729618559118,MD-Experiment-0004_Position(104)
24,1440,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(104)_t074.png,407199.80953599996,97084.0,1225.0823817253113,0.974846619606583,0.8128809337441605,83550.53568,4.873694779116465,360.0218396534652,MD-Experiment-0004_Position(104)
25,1500,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(104)_t077.png,416041.402368,99192.0,1254.9402476549149,0.968671875,0.7914808566055842,83550.53568,4.9795180722891565,363.9094549960234,MD-Experiment-0004_Position(104)
26,1560,saved,saved,reconstructed_from_saved_mask,MD-Experiment-0004_Position(104)_t080.png,427156.307968,101842.0,1261.8275516033173,0.9717238122045122,0.8037792155355639,83550.53568,5.112550200803213,368.73849239262006,MD-Experiment-0004_Position(104)
