rank,source_family_id,pmcid,decision,exception_reason,priority_score,missing_review_fields,observation_locator_count,cell_state_tags,modality_tags,mechanics_tags
1,doi:10.1002/advs.202410052,PMC11923911,manual_priority,NONE,23,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,7,cancer_tumor;epithelial;migrating,afm;flow_cytometry;live_cell_imaging;magnetic_tweezers;micropipette_aspiration,migration_speed;stiffness_modulus;strain_deformation
2,doi:10.1002/ctm2.70703,PMC13239690,manual_priority,NONE,23,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,7,differentiating;immune,flow_cytometry;immunofluorescence;pcr;western_blot,strain_deformation
3,doi:10.1016/j.cell.2020.03.052,PMC7237863,manual_priority,NONE,23,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,24,apoptotic;cancer_tumor;differentiating;epithelial;mitotic;stem_progenitor,afm;flow_cytometry;immunofluorescence;pcr;western_blot,membrane_tension;stiffness_modulus;strain_deformation
4,doi:10.1016/j.cell.2021.02.017,PMC8055543,manual_priority,NONE,23,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,26,epithelial;migrating;mitotic;stem_progenitor,immunofluorescence;micropipette_aspiration,cell_volume;stiffness_modulus;strain_deformation;viscosity_viscoelasticity
5,doi:10.1016/j.devcel.2019.12.011,PMC6983945,manual_priority,NONE,23,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,7,epithelial;migrating;mitotic,afm;immunofluorescence;live_cell_imaging;pcr;western_blot,cortical_tension;membrane_tension;viscosity_viscoelasticity
6,doi:10.1016/j.isci.2023.106657,PMC10164898,manual_priority,NONE,23,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,7,differentiating;epithelial;fibroblast;migrating;stem_progenitor,immunofluorescence,stiffness_modulus
7,doi:10.1016/j.mtbio.2025.102472,PMC12621461,manual_priority,NONE,23,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,8,fibroblast;migrating,afm;immunofluorescence;western_blot,stiffness_modulus;strain_deformation
8,doi:10.1038/s41467-021-26611-2,PMC8586027,manual_priority,NONE,23,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,6,mitotic,afm;western_blot,cell_volume;cortical_tension;membrane_tension
9,doi:10.1038/s41467-025-60515-9,PMC12216642,manual_priority,NONE,23,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,7,differentiating;immune;migrating;muscle;stem_progenitor,flow_cytometry;immunofluorescence;pcr;single_cell_sequencing;western_blot,strain_deformation;viscosity_viscoelasticity
10,doi:10.1038/s41467-025-60760-y,PMC12254341,manual_priority,NONE,23,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,5,differentiating;immune;migrating;stem_progenitor,afm;immunofluorescence;micropipette_aspiration;single_cell_sequencing;western_blot,stiffness_modulus;strain_deformation
11,doi:10.1038/s41467-025-62153-7,PMC12297719,manual_priority,NONE,23,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,7,fibroblast;mitotic,afm;flow_cytometry;live_cell_imaging;western_blot,adhesion_force
12,doi:10.1038/s41467-025-63374-6,PMC12402161,manual_priority,NONE,23,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,9,apoptotic;cancer_tumor;differentiating;epithelial;immune;migrating;stem_progenitor,immunofluorescence;live_cell_imaging;pcr,strain_deformation;viscosity_viscoelasticity
13,doi:10.1038/s41523-025-00769-0,PMC12144095,manual_priority,NONE,23,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,5,cancer_tumor;migrating,afm;immunofluorescence;pcr;western_blot,stiffness_modulus;strain_deformation
14,doi:10.1038/s41556-024-01527-3,PMC11628398,manual_priority,NONE,23,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,30,differentiating;epithelial;stem_progenitor,flow_cytometry;immunofluorescence;pcr;western_blot,strain_deformation;viscosity_viscoelasticity
15,doi:10.1038/s41563-024-02060-2,PMC11879868,manual_priority,NONE,23,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,15,migrating;stem_progenitor,immunofluorescence;live_cell_imaging;pcr,membrane_tension;strain_deformation
16,doi:10.1038/s41564-021-01003-w,PMC8612929,manual_priority,NONE,23,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,6,migrating,afm,stiffness_modulus;strain_deformation
17,doi:10.1038/s41598-024-64608-1,PMC11178842,manual_priority,NONE,23,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,12,apoptotic;differentiating;epithelial;mitotic;muscle,immunofluorescence;pcr;western_blot,strain_deformation
18,doi:10.1038/s44318-024-00309-9,PMC11696905,manual_priority,NONE,23,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,24,cancer_tumor;epithelial;migrating;mitotic,immunofluorescence;piv;traction_force_microscopy;western_blot,cortical_tension;membrane_tension;strain_deformation;traction_force
19,doi:10.1038/s44318-024-00336-6,PMC11791182,manual_priority,NONE,23,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,7,mitotic,pcr;western_blot,strain_deformation
20,doi:10.1039/d5lc01171j,PMC13054795,manual_priority,NONE,23,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,7,cancer_tumor;fibroblast;immune;migrating,flow_cytometry;immunofluorescence,pressure;viscosity_viscoelasticity
21,doi:10.1111/nph.70631,PMC12630457,manual_priority,NONE,23,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,5,mitotic,afm,cell_volume;stiffness_modulus;strain_deformation
22,doi:10.3389/fcell.2020.618898,PMC7884762,manual_priority,NONE,23,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,9,apoptotic;epithelial;immune;migrating;mitotic,immunofluorescence;western_blot,cell_volume;membrane_tension;pressure;stiffness_modulus;strain_deformation;traction_force
23,doi:10.3389/fimmu.2026.1850953,PMC13254702,manual_priority,NONE,23,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,6,apoptotic;differentiating;epithelial;stem_progenitor,immunofluorescence;pcr,strain_deformation
24,doi:10.7554/elife.107220,PMC13275063,manual_priority,NONE,23,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,16,migrating;mitotic,afm;western_blot,membrane_tension;strain_deformation;traction_force;viscosity_viscoelasticity
25,doi:10.7554/elife.19799,PMC5104517,manual_priority,NONE,23,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,27,apoptotic;differentiating;epithelial;mitotic;stem_progenitor,immunofluorescence,strain_deformation
26,doi:10.7554/elife.48964,PMC7108867,manual_priority,NONE,23,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,18,differentiating;migrating,piv,cortical_tension;membrane_tension;strain_deformation;traction_force
27,doi:10.7554/elife.67449,PMC8282336,manual_priority,NONE,23,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,15,differentiating;epithelial;fibroblast;immune;migrating;muscle;stem_progenitor,immunofluorescence;pcr;western_blot,cell_volume;membrane_tension;strain_deformation
28,doi:10.7554/elife.90375,PMC12483517,manual_priority,NONE,23,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,22,apoptotic;cancer_tumor;differentiating;fibroblast;migrating;muscle;stem_progenitor,flow_cytometry;immunofluorescence;live_cell_imaging;pcr;western_blot,migration_speed;pressure;traction_force
29,doi:10.7554/elife.92078,PMC10959525,manual_priority,NONE,23,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,18,differentiating,immunofluorescence;live_cell_imaging;micropipette_aspiration;optical_tweezers;western_blot,cell_volume;membrane_tension;strain_deformation
30,doi:10.1002/advs.202509860,PMC12713034,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,8,apoptotic;differentiating;stem_progenitor,immunofluorescence;pcr,membrane_tension;strain_deformation;viscosity_viscoelasticity
31,doi:10.1002/advs.202511480,PMC12866708,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,7,apoptotic;differentiating;fibroblast;muscle;stem_progenitor,flow_cytometry;immunofluorescence;pcr;traction_force_microscopy;western_blot,traction_force
32,doi:10.1007/s00018-024-05357-2,PMC11335284,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,15,epithelial;migrating;neural,afm;live_cell_imaging;pcr;western_blot,membrane_tension
33,doi:10.1007/s10753-025-02446-7,PMC12876478,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,11,apoptotic;immune;migrating;neural,flow_cytometry;immunofluorescence;pcr,cell_volume;viscosity_viscoelasticity
34,doi:10.1016/j.bioactmat.2025.10.029,PMC12677092,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,8,cancer_tumor;differentiating;epithelial;migrating,immunofluorescence;pcr;western_blot,stiffness_modulus;strain_deformation
35,doi:10.1016/j.bioactmat.2026.03.037,PMC13084373,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,7,apoptotic;differentiating;fibroblast;migrating,afm;flow_cytometry;immunofluorescence;western_blot,stiffness_modulus;strain_deformation;viscosity_viscoelasticity
36,doi:10.1016/j.jbc.2026.111329,PMC13022629,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,8,cancer_tumor;epithelial;migrating,immunofluorescence;western_blot,migration_speed
37,doi:10.1016/j.stem.2020.10.018,PMC7875115,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,7,differentiating;fibroblast;stem_progenitor,immunofluorescence;optical_tweezers;pcr;western_blot,membrane_tension
38,doi:10.1038/ncomms12604,PMC5013665,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,9,epithelial;neural,afm;micropipette_aspiration,cell_volume;membrane_tension
39,doi:10.1038/s41419-025-08222-7,PMC12700999,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,7,cancer_tumor;differentiating;epithelial;immune;stem_progenitor,afm;immunofluorescence;pcr;single_cell_sequencing;western_blot,membrane_tension;pressure;stiffness_modulus;viscosity_viscoelasticity
40,doi:10.1038/s41420-023-01467-1,PMC10192198,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,7,apoptotic;migrating,afm;flow_cytometry;immunofluorescence,strain_deformation
41,doi:10.1038/s41467-017-00401-1,PMC5569112,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check;measurement_modality,6,mitotic,,stiffness_modulus;strain_deformation;viscosity_viscoelasticity
42,doi:10.1038/s41467-021-22010-9,PMC7994818,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,9,epithelial;mitotic,afm;immunofluorescence;western_blot,cortical_tension;strain_deformation;viscosity_viscoelasticity
43,doi:10.1038/s41467-021-26296-7,PMC8517024,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,15,apoptotic;differentiating;epithelial;migrating;mitotic;muscle;stem_progenitor,afm;flow_cytometry;immunofluorescence;live_cell_imaging;pcr;traction_force_microscopy;western_blot,stiffness_modulus;strain_deformation;traction_force
44,doi:10.1038/s41467-024-51211-1,PMC11341855,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,9,differentiating;immune;migrating,flow_cytometry;immunofluorescence;pcr;western_blot,strain_deformation
45,doi:10.1038/s41467-025-58935-8,PMC12032206,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,6,epithelial,live_cell_imaging,membrane_tension;strain_deformation
46,doi:10.1038/s41564-023-01430-x,PMC10390335,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,12,mitotic,live_cell_imaging,membrane_tension;pressure;strain_deformation;viscosity_viscoelasticity
47,doi:10.1038/s42003-019-0514-3,PMC6685976,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,8,differentiating;epithelial;fibroblast;migrating;muscle;stem_progenitor,immunofluorescence;traction_force_microscopy;western_blot,cell_volume;membrane_tension;traction_force
48,doi:10.1038/s42003-020-01330-4,PMC7576174,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,5,cancer_tumor;epithelial,afm,cortical_tension;stiffness_modulus;strain_deformation;viscosity_viscoelasticity
49,doi:10.1083/jcb.201409001,PMC4411279,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,7,cancer_tumor;epithelial;migrating,afm;immunofluorescence;pcr,membrane_tension;strain_deformation
50,doi:10.1083/jcb.202301062,PMC10808031,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,16,differentiating;mitotic,flow_cytometry;immunofluorescence;pcr;western_blot,strain_deformation;viscosity_viscoelasticity
51,doi:10.1111/jcmm.15076,PMC7131935,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,7,epithelial;fibroblast,pcr;western_blot,cell_volume;membrane_tension;pressure
52,doi:10.1111/nyas.70247,PMC13064422,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,5,apoptotic;differentiating;migrating;muscle;stem_progenitor,flow_cytometry;pcr;western_blot,cell_volume;strain_deformation
53,doi:10.1182/bloodadvances.2025017995,PMC13195618,manual_priority,NONE,22,affiliation_resolved_lab_group;cell_type_state;correction_retraction_check;independent_replication_check,7,,pcr;traction_force_microscopy;western_blot,traction_force;viscosity_viscoelasticity
54,doi:10.1186/s12903-026-07936-0,PMC13059376,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,4,differentiating;epithelial;fibroblast;migrating,afm;pcr,stiffness_modulus
55,doi:10.1242/jcs.259993,PMC9481927,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,4,differentiating;epithelial;migrating;mitotic,afm;live_cell_imaging;pcr;western_blot,cortical_tension
56,doi:10.3389/fcell.2026.1771078,PMC13176260,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,6,differentiating;epithelial;fibroblast;muscle,immunofluorescence;pcr;western_blot,stiffness_modulus;viscosity_viscoelasticity
57,doi:10.3389/fimmu.2022.874698,PMC9297916,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,5,apoptotic;differentiating;immune;neural;stem_progenitor,flow_cytometry;pcr,viscosity_viscoelasticity
58,doi:10.3390/life11080832,PMC8399975,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,5,apoptotic;cancer_tumor;fibroblast,afm,stiffness_modulus;strain_deformation
59,doi:10.3390/ma14112897,PMC8198807,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,7,cancer_tumor;epithelial;migrating;stem_progenitor,afm,cell_volume;stiffness_modulus;strain_deformation;viscosity_viscoelasticity
60,doi:10.34133/research.1259,PMC13172581,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,7,differentiating;mitotic;muscle,afm;flow_cytometry;immunofluorescence;pcr;western_blot,stiffness_modulus;strain_deformation
61,doi:10.1002/adhm.202504087,PMC12988578,manual_priority,NONE,21,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,6,apoptotic;differentiating;immune;migrating;neural;stem_progenitor,flow_cytometry;immunofluorescence;pcr;western_blot,
62,doi:10.1002/advs.202001066,PMC7578851,manual_priority,NONE,21,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check;source_data,5,differentiating;stem_progenitor,afm;flow_cytometry;pcr,cell_volume;membrane_tension;stiffness_modulus;strain_deformation
63,doi:10.1002/advs.202503659,PMC12520526,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,10,apoptotic;differentiating;epithelial;immune;migrating,flow_cytometry;immunofluorescence;pcr;western_blot,cell_volume;membrane_tension
64,doi:10.1002/advs.202504138,PMC12697874,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,8,differentiating;fibroblast;migrating;muscle,afm;immunofluorescence;western_blot,stiffness_modulus;strain_deformation
65,doi:10.1002/advs.202512873,PMC12806548,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,6,differentiating;epithelial;migrating;stem_progenitor,immunofluorescence;piv,cell_volume;pressure;stiffness_modulus;strain_deformation;viscosity_viscoelasticity
66,doi:10.1002/advs.202514693,PMC12866780,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,8,cancer_tumor;differentiating;epithelial;fibroblast;migrating;mitotic;stem_progenitor,afm;immunofluorescence,stiffness_modulus;strain_deformation;viscosity_viscoelasticity
67,doi:10.1002/jcp.70202,PMC13276787,manual_priority,NONE,21,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,2,differentiating;epithelial;migrating;muscle,immunofluorescence;western_blot,
68,doi:10.1002/jcsm.70311,PMC13133598,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,7,differentiating;immune;muscle,immunofluorescence;pcr;western_blot,viscosity_viscoelasticity
69,doi:10.1002/smtd.202500136,PMC12353401,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,7,apoptotic;cancer_tumor;epithelial;migrating;mitotic;muscle;stem_progenitor,live_cell_imaging,strain_deformation
70,doi:10.1016/j.actbio.2025.08.061,PMC13110826,manual_priority,NONE,21,affiliation_resolved_lab_group;cell_type_state;correction_retraction_check;exclusions;independent_replication_check,6,,afm,stiffness_modulus;strain_deformation;viscosity_viscoelasticity
71,doi:10.1016/j.cell.2017.07.038,PMC5638020,manual_priority,NONE,21,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check;source_data,22,apoptotic;mitotic,afm;flow_cytometry;immunofluorescence;live_cell_imaging;western_blot,strain_deformation
72,doi:10.1016/j.isci.2022.104978,PMC9474860,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,13,apoptotic;cancer_tumor;differentiating;migrating;mitotic,immunofluorescence;live_cell_imaging;pcr;western_blot,migration_speed;strain_deformation;viscosity_viscoelasticity
73,doi:10.1016/j.isci.2024.110446,PMC11301061,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,5,fibroblast;migrating;muscle,afm;immunofluorescence;live_cell_imaging,membrane_tension;migration_speed;stiffness_modulus;strain_deformation
74,doi:10.1016/j.mtbio.2025.102446,PMC12590149,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,8,apoptotic;differentiating;neural;stem_progenitor,flow_cytometry;immunofluorescence;western_blot,membrane_tension
75,doi:10.1016/j.mtbio.2025.102581,PMC12681753,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,7,differentiating;migrating,immunofluorescence;western_blot,stiffness_modulus;strain_deformation
76,doi:10.1016/j.tcsw.2025.100160,PMC12657310,manual_priority,NONE,21,affiliation_resolved_lab_group;cell_type_state;correction_retraction_check;exclusions;independent_replication_check,5,,afm,adhesion_force;membrane_tension;stiffness_modulus;strain_deformation
77,doi:10.1016/j.tox.2011.12.002,PMC3274693,manual_priority,NONE,21,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check;source_data,10,apoptotic;epithelial;migrating,flow_cytometry,cell_volume
78,doi:10.1016/j.xpro.2020.100167,PMC7757366,manual_priority,NONE,21,affiliation_resolved_lab_group;cell_type_state;correction_retraction_check;exclusions;independent_replication_check,8,,afm,membrane_tension;stiffness_modulus;strain_deformation;viscosity_viscoelasticity
79,doi:10.1021/acsami.5c22333,PMC12781066,manual_priority,NONE,21,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check;source_data,4,migrating;mitotic,afm;live_cell_imaging,cell_volume
80,doi:10.1038/nature13701,PMC4230887,manual_priority,NONE,21,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,16,apoptotic;fibroblast;migrating;stem_progenitor,flow_cytometry;immunofluorescence;live_cell_imaging;pcr;western_blot,
81,doi:10.1038/ncb3525,PMC5536221,manual_priority,NONE,21,affiliation_resolved_lab_group;independent_replication_check;source_data,7,mitotic;stem_progenitor,afm;pcr,cell_volume;cortical_tension;membrane_tension;strain_deformation
82,doi:10.1038/ncomms14122,PMC5253685,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,6,apoptotic;cancer_tumor;migrating;muscle,immunofluorescence;pcr;western_blot,migration_speed;stiffness_modulus;viscosity_viscoelasticity
83,doi:10.1038/nm.4082,PMC4860133,manual_priority,NONE,21,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check;source_data,6,cancer_tumor;differentiating;epithelial;fibroblast;muscle,afm;flow_cytometry;immunofluorescence;pcr;traction_force_microscopy;western_blot,stiffness_modulus;strain_deformation;traction_force
84,doi:10.1038/nn.4394,PMC5531257,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,5,cancer_tumor;neural,afm;immunofluorescence;live_cell_imaging;western_blot,stiffness_modulus;strain_deformation
85,doi:10.1038/s41467-017-00445-3,PMC5614989,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,5,migrating;mitotic,live_cell_imaging,strain_deformation;viscosity_viscoelasticity
86,doi:10.1038/s41467-019-09578-z,PMC6465287,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,14,cancer_tumor;differentiating;mitotic,flow_cytometry;live_cell_imaging;western_blot,viscosity_viscoelasticity
87,doi:10.1038/s41467-019-09755-0,PMC6478686,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,3,apoptotic;cancer_tumor;epithelial,immunofluorescence;pcr;western_blot,stiffness_modulus;strain_deformation
88,doi:10.1038/s41467-019-10751-7,PMC6599028,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,9,immune;migrating,afm;immunofluorescence;traction_force_microscopy,membrane_tension;strain_deformation;traction_force
89,doi:10.1038/s41467-021-22988-2,PMC8115695,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,6,cancer_tumor;epithelial;migrating;muscle;stem_progenitor,flow_cytometry;immunofluorescence;live_cell_imaging,strain_deformation
90,doi:10.1038/s41467-021-26454-x,PMC8553821,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,10,differentiating;epithelial;stem_progenitor,traction_force_microscopy,strain_deformation;traction_force;viscosity_viscoelasticity
91,doi:10.1038/s41467-025-56398-5,PMC11760362,manual_priority,NONE,21,affiliation_resolved_lab_group;cell_type_state;correction_retraction_check;exclusions;independent_replication_check,7,,afm;micropipette_aspiration,membrane_tension;strain_deformation
92,doi:10.1038/s41467-025-61702-4,PMC12259986,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,8,epithelial,afm,cell_volume;membrane_tension;stiffness_modulus;strain_deformation
93,doi:10.1038/s41467-025-62270-3,PMC12297709,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,6,apoptotic;differentiating;epithelial;fibroblast;immune;stem_progenitor,flow_cytometry;immunofluorescence;pcr;single_cell_sequencing,strain_deformation
94,doi:10.1038/s41467-025-63854-9,PMC12491448,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,9,cancer_tumor;epithelial;migrating,afm;immunofluorescence;live_cell_imaging;piv;traction_force_microscopy;western_blot,adhesion_force;migration_speed;strain_deformation;traction_force;viscosity_viscoelasticity
95,doi:10.1038/s41467-025-64810-3,PMC12594958,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,8,differentiating;neural,afm;immunofluorescence,stiffness_modulus
96,doi:10.1038/s41467-026-71766-5,PMC13247214,manual_priority,NONE,21,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,8,apoptotic,optical_tweezers;pcr,
97,doi:10.1038/s41556-021-00699-6,PMC7611697,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,20,differentiating;epithelial;migrating;mitotic;stem_progenitor,piv;traction_force_microscopy,membrane_tension;strain_deformation;traction_force;viscosity_viscoelasticity
98,doi:10.1038/s41556-024-01558-w,PMC11735399,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,24,cancer_tumor;epithelial;mitotic,flow_cytometry;immunofluorescence;live_cell_imaging;western_blot,strain_deformation
99,doi:10.1038/s41563-025-02269-9,PMC12404997,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,20,cancer_tumor;epithelial;migrating;mitotic,flow_cytometry;immunofluorescence;live_cell_imaging;western_blot,cell_volume;stiffness_modulus;strain_deformation;viscosity_viscoelasticity
100,doi:10.1038/s41567-024-02438-8,PMC11254768,manual_priority,NONE,21,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,22,migrating,afm;live_cell_imaging;magnetic_tweezers;pcr,
101,doi:10.1038/s41598-021-89130-6,PMC8119502,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,3,apoptotic;cancer_tumor;epithelial;migrating,piv,strain_deformation
102,doi:10.1038/s42003-023-05074-9,PMC10338514,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,2,differentiating;epithelial;mitotic;stem_progenitor,live_cell_imaging,membrane_tension;strain_deformation;viscosity_viscoelasticity
103,doi:10.1038/s44318-026-00703-5,PMC13083957,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,17,apoptotic;cancer_tumor;migrating,immunofluorescence;live_cell_imaging;pcr;western_blot,cortical_tension;membrane_tension;migration_speed;pressure;strain_deformation;viscosity_viscoelasticity
104,doi:10.1038/s44321-025-00297-1,PMC12514245,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,11,apoptotic;cancer_tumor;epithelial;immune;migrating,immunofluorescence;western_blot,strain_deformation
105,doi:10.1083/jcb.202007005,PMC8129793,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,18,migrating;mitotic;neural,immunofluorescence,migration_speed
106,doi:10.1083/jcb.202106160,PMC8952684,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,21,apoptotic;epithelial,immunofluorescence;western_blot,cell_volume;membrane_tension
107,doi:10.1091/mbc.e21-02-0088,PMC8684735,manual_priority,NONE,21,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check;source_data,7,differentiating;muscle,pcr,stiffness_modulus;viscosity_viscoelasticity
108,doi:10.1093/nar/gkac234,PMC9071401,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,7,apoptotic;cancer_tumor;differentiating;epithelial;fibroblast;migrating;mitotic;stem_progenitor,afm;immunofluorescence;pcr;piv;western_blot,migration_speed
