rank,source_family_id,pmcid,decision,exception_reason,priority_score,missing_review_fields,observation_locator_count,cell_state_tags,modality_tags,mechanics_tags
322,doi:10.1038/s41598-018-29817-5,PMC6085392,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;source_data,6,apoptotic;cancer_tumor;migrating;mitotic,flow_cytometry;immunofluorescence;live_cell_imaging,stiffness_modulus;strain_deformation;viscosity_viscoelasticity
323,doi:10.1038/s41598-019-52926-8,PMC6842088,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;source_data,8,differentiating;fibroblast;stem_progenitor,pcr,membrane_tension;strain_deformation;viscosity_viscoelasticity
324,doi:10.1038/s44318-024-00114-4,PMC11217342,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;source_data,10,apoptotic;migrating,immunofluorescence;traction_force_microscopy;western_blot,traction_force
325,doi:10.1038/srep08499,PMC4330529,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check;measurement_modality;source_data,4,differentiating;epithelial;neural;stem_progenitor,,stiffness_modulus;strain_deformation
326,doi:10.1038/srep27903,PMC4904279,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;source_data,7,apoptotic;cancer_tumor;epithelial;migrating,flow_cytometry;immunofluorescence;micropipette_aspiration;pcr;western_blot,pressure;stiffness_modulus;strain_deformation
327,doi:10.1038/srep32418,PMC5007526,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;source_data,7,apoptotic;differentiating;fibroblast;migrating;mitotic;muscle,micropipette_aspiration;western_blot,pressure;stiffness_modulus;strain_deformation;viscosity_viscoelasticity
328,doi:10.1038/srep36570,PMC5101530,manual_priority,NONE,18,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check;source_data,7,apoptotic;cancer_tumor;migrating,afm;immunofluorescence;live_cell_imaging;western_blot,
329,doi:10.1038/srep42092,PMC5304191,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;source_data,9,differentiating;migrating;muscle,immunofluorescence;western_blot,viscosity_viscoelasticity
330,doi:10.1038/srep46233,PMC5390273,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;source_data,7,migrating,flow_cytometry;immunofluorescence;traction_force_microscopy;western_blot,migration_speed;strain_deformation;traction_force
331,doi:10.1039/d5ra03862f,PMC12604092,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;cell_type_state;correction_retraction_check;exclusions;independent_replication_check;measurement_modality,6,,,membrane_tension;strain_deformation;viscosity_viscoelasticity
332,doi:10.1073/pnas.2216811120,PMC10120019,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;source_data,6,differentiating,immunofluorescence,cell_volume;membrane_tension;strain_deformation;traction_force;viscosity_viscoelasticity
333,doi:10.1073/pnas.2317711121,PMC11252819,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;source_data,5,differentiating;neural;stem_progenitor,piv,stiffness_modulus;strain_deformation;viscosity_viscoelasticity
334,doi:10.1073/pnas.2415028122,PMC12664006,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;source_data,8,migrating,immunofluorescence;piv;traction_force_microscopy,migration_speed;traction_force
335,doi:10.1073/pnas.2424047122,PMC12663998,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;source_data,6,differentiating;fibroblast;migrating;mitotic;stem_progenitor,traction_force_microscopy,strain_deformation;traction_force
336,doi:10.1073/pnas.2507831122,PMC12685118,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;source_data,8,migrating,immunofluorescence;live_cell_imaging,strain_deformation
337,doi:10.1074/jbc.ra119.007431,PMC6635457,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;source_data,8,cancer_tumor;epithelial;migrating;muscle,pcr;western_blot,cortical_tension;membrane_tension;migration_speed;traction_force
338,doi:10.1080/21541248.2017.1413496,PMC7549670,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;source_data,9,cancer_tumor;epithelial;migrating;stem_progenitor,immunofluorescence;pcr,strain_deformation
339,doi:10.1083/jcb.201207066,PMC3639397,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,5,apoptotic;mitotic,immunofluorescence;pcr,
340,doi:10.1083/jcb.201508081,PMC4772498,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;source_data,10,epithelial;migrating;stem_progenitor,western_blot,migration_speed
341,doi:10.1083/jcb.201905228,PMC7055000,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;source_data,18,apoptotic;epithelial;immune;migrating;mitotic,piv;traction_force_microscopy,migration_speed;traction_force
342,doi:10.1084/jem.20192275,PMC7526481,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,8,differentiating;immune;stem_progenitor,flow_cytometry;immunofluorescence;pcr;western_blot,
343,doi:10.1091/mbc.e17-08-0502,PMC5739295,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;source_data,6,differentiating;epithelial;mitotic,immunofluorescence,strain_deformation
344,doi:10.1091/mbc.e20-02-0127,PMC7851868,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;source_data,5,cancer_tumor;epithelial;migrating,immunofluorescence;live_cell_imaging;pcr;western_blot,strain_deformation
345,doi:10.1091/mbc.e20-11-0698,PMC8684736,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;source_data,4,epithelial;migrating;mitotic,immunofluorescence;live_cell_imaging;western_blot,migration_speed;strain_deformation
346,doi:10.1091/mbc.e23-05-0163,PMC10846620,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;source_data,10,epithelial,flow_cytometry;immunofluorescence;traction_force_microscopy,cortical_tension;membrane_tension;strain_deformation
347,doi:10.1093/noajnl/vdab064,PMC8320690,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;source_data,7,apoptotic;differentiating;migrating;mitotic;stem_progenitor,flow_cytometry;immunofluorescence;pcr;western_blot,membrane_tension
348,doi:10.1098/rsob.160275,PMC5133448,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;source_data,6,cancer_tumor;differentiating;epithelial;fibroblast;migrating;muscle;stem_progenitor,flow_cytometry;pcr,cell_volume;stiffness_modulus;strain_deformation
349,doi:10.1111/cas.15146,PMC8645759,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;source_data,7,apoptotic;cancer_tumor;differentiating;epithelial;migrating;stem_progenitor,immunofluorescence;western_blot,strain_deformation
350,doi:10.1111/cpr.12960,PMC7848962,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,6,cancer_tumor;differentiating;immune;migrating;stem_progenitor,flow_cytometry;immunofluorescence;pcr;western_blot,
351,doi:10.1126/sciadv.adr5947,PMC11654694,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;source_data,6,apoptotic;cancer_tumor;mitotic,afm;immunofluorescence,strain_deformation
352,doi:10.1128/mbio.01494-21,PMC8406305,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;source_data,11,cancer_tumor;differentiating;epithelial;migrating,immunofluorescence;live_cell_imaging;western_blot,migration_speed;strain_deformation
353,doi:10.1155/2021/8262502,PMC8413040,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,3,apoptotic;cancer_tumor;fibroblast;migrating;mitotic,flow_cytometry;pcr;western_blot,
354,doi:10.1186/1471-2202-12-25,PMC3063191,manual_priority,NONE,18,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check;source_data,5,apoptotic;differentiating;fibroblast;neural;stem_progenitor,immunofluorescence;western_blot,
355,doi:10.1186/1756-0500-6-10,PMC3599066,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;source_data,4,apoptotic;cancer_tumor;muscle,flow_cytometry;western_blot,stiffness_modulus;strain_deformation;viscosity_viscoelasticity
356,doi:10.1186/s12915-025-02254-3,PMC12180154,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;source_data,12,apoptotic;cancer_tumor;differentiating;epithelial;fibroblast;immune;migrating;stem_progenitor,flow_cytometry;immunofluorescence;live_cell_imaging;western_blot,migration_speed;strain_deformation
357,doi:10.1186/s12929-026-01236-z,PMC13019896,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,10,apoptotic;differentiating;epithelial;mitotic;neural;stem_progenitor,flow_cytometry;immunofluorescence;pcr;single_cell_sequencing;western_blot,
358,doi:10.1186/s12943-017-0599-6,PMC5288940,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,7,apoptotic;cancer_tumor;epithelial;migrating;stem_progenitor,flow_cytometry;western_blot,
359,doi:10.1186/s12951-026-04412-3,PMC13200410,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;source_data,10,cancer_tumor;immune;migrating;mitotic;neural,flow_cytometry;immunofluorescence,cortical_tension;stiffness_modulus
360,doi:10.1186/s12964-020-00629-3,PMC7433185,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,6,apoptotic;differentiating;epithelial;fibroblast;migrating;neural,immunofluorescence;live_cell_imaging;western_blot,
361,doi:10.1186/s12964-025-02276-y,PMC12139146,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,4,cancer_tumor;epithelial;stem_progenitor,flow_cytometry;immunofluorescence;live_cell_imaging;western_blot,
362,doi:10.1186/s12964-026-02859-3,PMC13245100,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,8,apoptotic;cancer_tumor;differentiating;epithelial;migrating,immunofluorescence;pcr;western_blot,
363,doi:10.1186/s12967-026-07941-5,PMC13067562,manual_priority,NONE,18,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check;source_data,14,apoptotic;cancer_tumor;epithelial;immune;migrating,pcr;western_blot,
364,doi:10.1186/s13058-021-01473-0,PMC8507133,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,5,apoptotic;cancer_tumor;epithelial;migrating,pcr;western_blot,
365,doi:10.1186/s13395-015-0030-1,PMC4343274,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;source_data,9,differentiating;mitotic;stem_progenitor,afm;immunofluorescence;pcr,stiffness_modulus
366,doi:10.1242/bio.022335,PMC5483013,manual_priority,NONE,18,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check;source_data,5,cancer_tumor;epithelial;migrating;mitotic;neural,immunofluorescence;western_blot,
367,doi:10.1242/bio.062267,PMC12746711,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;source_data,3,apoptotic;epithelial;migrating;mitotic,flow_cytometry;immunofluorescence;live_cell_imaging,cortical_tension;migration_speed;strain_deformation
368,doi:10.1242/jcs.195420,PMC5358338,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;source_data,6,differentiating;epithelial;mitotic,immunofluorescence;live_cell_imaging;western_blot,cell_volume;membrane_tension
369,doi:10.1242/jcs.231357,PMC6803361,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;source_data,10,mitotic,live_cell_imaging;piv,cortical_tension;stiffness_modulus;strain_deformation;viscosity_viscoelasticity
370,doi:10.12659/msm.903261,PMC5310228,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;source_data,3,cancer_tumor;epithelial;immune;migrating,immunofluorescence;western_blot,strain_deformation
371,doi:10.1371/journal.pone.0037695,PMC3360763,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,4,apoptotic;differentiating;epithelial;migrating,flow_cytometry;immunofluorescence;western_blot,
372,doi:10.1371/journal.pone.0044806,PMC3458052,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;source_data,6,cancer_tumor;epithelial;migrating;stem_progenitor,flow_cytometry;live_cell_imaging;western_blot,migration_speed
373,doi:10.1371/journal.pone.0045237,PMC3459925,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;source_data,3,apoptotic;differentiating;immune;migrating;stem_progenitor,afm;flow_cytometry;immunofluorescence,strain_deformation;viscosity_viscoelasticity
374,doi:10.1371/journal.pone.0045877,PMC3454319,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,6,cancer_tumor;epithelial;fibroblast;immune;migrating,immunofluorescence;pcr,
375,doi:10.1371/journal.pone.0048332,PMC3485184,manual_priority,NONE,18,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check;source_data,8,apoptotic;cancer_tumor;differentiating;migrating;neural,immunofluorescence;live_cell_imaging;pcr;western_blot,
376,doi:10.1371/journal.pone.0052530,PMC3541369,manual_priority,NONE,18,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check;source_data,5,apoptotic;cancer_tumor;differentiating,afm;western_blot,
377,doi:10.1371/journal.pone.0058859,PMC3602596,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;source_data,5,cancer_tumor;epithelial;migrating;mitotic,immunofluorescence;live_cell_imaging;piv;western_blot,migration_speed
378,doi:10.1371/journal.pone.0063794,PMC3665827,manual_priority,NONE,18,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check;source_data,5,apoptotic;differentiating;migrating;neural;stem_progenitor,flow_cytometry;pcr,
379,doi:10.1371/journal.pone.0074659,PMC3767638,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;source_data,5,cancer_tumor;epithelial;fibroblast;migrating,flow_cytometry;live_cell_imaging;western_blot,migration_speed
380,doi:10.1371/journal.pone.0074923,PMC3784416,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,5,cancer_tumor;differentiating;epithelial;fibroblast;immune;migrating;neural,immunofluorescence;live_cell_imaging;pcr;western_blot,
381,doi:10.1371/journal.pone.0079919,PMC3838429,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;source_data,7,cancer_tumor;epithelial;migrating;stem_progenitor,immunofluorescence;western_blot,strain_deformation
382,doi:10.1371/journal.pone.0080532,PMC3821855,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;source_data,8,migrating;mitotic;muscle,afm;western_blot,strain_deformation
383,doi:10.1371/journal.pone.0111534,PMC4214753,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;source_data,9,cancer_tumor;epithelial;migrating,immunofluorescence,cell_volume
384,doi:10.1371/journal.pone.0133392,PMC4511229,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check;measurement_modality,8,apoptotic;differentiating;immune;neural,,
385,doi:10.1371/journal.pone.0159646,PMC4956306,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,6,cancer_tumor;differentiating;epithelial;mitotic;stem_progenitor,immunofluorescence;western_blot,
386,doi:10.1371/journal.pone.0182825,PMC5549984,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;source_data,5,apoptotic;differentiating;epithelial;immune;migrating;stem_progenitor,flow_cytometry;immunofluorescence;western_blot,strain_deformation
387,doi:10.1371/journal.pone.0223753,PMC6818761,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,7,apoptotic;differentiating;migrating,pcr;western_blot,
388,doi:10.1371/journal.pone.0230001,PMC7064240,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,5,differentiating;fibroblast;muscle;stem_progenitor,flow_cytometry,
389,doi:10.14814/phy2.15045,PMC8496154,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;source_data,7,differentiating;fibroblast;migrating;muscle;stem_progenitor,flow_cytometry;immunofluorescence,stiffness_modulus;strain_deformation
390,doi:10.15252/embr.202152387,PMC8490981,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,16,mitotic,flow_cytometry;immunofluorescence;live_cell_imaging,
391,doi:10.18632/aging.202244,PMC7880396,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;source_data,12,apoptotic;differentiating;epithelial;muscle;stem_progenitor,flow_cytometry;immunofluorescence;pcr;western_blot,stiffness_modulus;strain_deformation
392,doi:10.18632/aging.203623,PMC8544341,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,7,apoptotic;cancer_tumor;differentiating;immune;migrating;mitotic;muscle,flow_cytometry;immunofluorescence;pcr;western_blot,
393,doi:10.18632/oncotarget.3360,PMC4467435,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;source_data,6,apoptotic;cancer_tumor;epithelial;migrating;mitotic;stem_progenitor,immunofluorescence;western_blot,cortical_tension;strain_deformation
394,doi:10.18632/oncotarget.5392,PMC4742168,manual_priority,NONE,18,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check;source_data,5,apoptotic;cancer_tumor;epithelial;migrating;stem_progenitor,pcr,
395,doi:10.3389/fcell.2021.624089,PMC8049182,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,6,apoptotic;cancer_tumor;migrating;mitotic,flow_cytometry;immunofluorescence;western_blot,
396,doi:10.3389/fcell.2021.675562,PMC8158299,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,8,apoptotic;epithelial;migrating,immunofluorescence;pcr;western_blot,
397,doi:10.3389/fcell.2025.1541953,PMC12077316,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,9,apoptotic;cancer_tumor;differentiating;epithelial;fibroblast;migrating,pcr;western_blot,
398,doi:10.3389/fimmu.2017.01007,PMC5566967,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;source_data,6,differentiating;immune;migrating,flow_cytometry;immunofluorescence,viscosity_viscoelasticity
399,doi:10.3389/fimmu.2021.676752,PMC8361494,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,7,apoptotic;differentiating;immune;migrating;muscle;stem_progenitor,flow_cytometry;immunofluorescence;pcr;western_blot,
400,doi:10.3389/fimmu.2025.1715675,PMC12756434,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,8,apoptotic;differentiating;epithelial;fibroblast,flow_cytometry,
401,doi:10.3389/fonc.2026.1817872,PMC13253281,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,6,cancer_tumor;migrating,immunofluorescence;pcr;western_blot,
402,doi:10.3390/biom16050720,PMC13204542,manual_priority,NONE,18,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check;source_data,5,differentiating;epithelial;fibroblast;immune;migrating;mitotic;muscle,immunofluorescence;pcr,
403,doi:10.3390/cancers17010081,PMC11720119,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;source_data,4,cancer_tumor;differentiating;epithelial;fibroblast;migrating;mitotic,live_cell_imaging;western_blot,migration_speed
404,doi:10.3390/cancers5041504,PMC3875951,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,4,cancer_tumor;epithelial;migrating,immunofluorescence;pcr;western_blot,
405,doi:10.3390/cells10123362,PMC8699733,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;source_data,5,differentiating;migrating,flow_cytometry;live_cell_imaging,stiffness_modulus;strain_deformation
406,doi:10.3390/cells13030285,PMC10854672,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;cell_type_state;correction_retraction_check;independent_replication_check,5,,immunofluorescence;pcr;western_blot,
407,doi:10.3390/cells8050427,PMC6563141,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;source_data,6,cancer_tumor;differentiating;epithelial;fibroblast;migrating;stem_progenitor,afm;immunofluorescence;magnetic_tweezers,cell_volume;migration_speed;stiffness_modulus;strain_deformation
408,doi:10.3390/ijms21218361,PMC7664694,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;source_data,9,apoptotic;differentiating;mitotic;stem_progenitor,immunofluorescence;live_cell_imaging;pcr;western_blot,cell_volume;strain_deformation
409,doi:10.3390/jfb17040200,PMC13118223,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,4,differentiating;stem_progenitor,afm;western_blot,
410,doi:10.3390/ma14195858,PMC8510223,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;source_data,6,differentiating;migrating,afm,adhesion_force
411,doi:10.34133/cbsystems.0503,PMC13103462,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,6,differentiating;immune;migrating;muscle;stem_progenitor,immunofluorescence;pcr,
412,doi:10.3892/or.2020.7517,PMC7108022,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,5,apoptotic;cancer_tumor;differentiating;migrating,immunofluorescence;pcr;western_blot,
413,doi:10.3892/or.2020.7801,PMC7640368,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,7,apoptotic;cancer_tumor;epithelial;migrating,immunofluorescence;pcr;western_blot,
414,doi:10.7554/elife.21130,PMC5360446,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,20,differentiating;epithelial;migrating;muscle;stem_progenitor,immunofluorescence;live_cell_imaging;pcr;western_blot,
415,doi:10.7554/elife.58541,PMC8051949,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,16,differentiating;epithelial;stem_progenitor,immunofluorescence;pcr;western_blot,
416,doi:10.7554/elife.63093,PMC7857731,manual_priority,NONE,18,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,11,cancer_tumor;differentiating;epithelial;fibroblast;stem_progenitor,flow_cytometry;immunofluorescence;live_cell_imaging;pcr;single_cell_sequencing;western_blot,
417,doi:10.1007/s00210-026-05050-0,PMC13269452,manual_priority,NONE,17,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check;source_data,5,apoptotic;cancer_tumor;epithelial;migrating;mitotic,immunofluorescence;pcr;western_blot,
418,doi:10.1016/j.devcel.2012.01.002,PMC3332010,manual_priority,NONE,17,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check;source_data,9,differentiating;epithelial;mitotic,immunofluorescence,
419,doi:10.1016/j.isci.2019.04.021,PMC6503128,manual_priority,NONE,17,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;measurement_modality;source_data,8,mitotic,,membrane_tension;strain_deformation
420,doi:10.1016/j.jacbts.2025.101449,PMC12794416,manual_priority,NONE,17,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;measurement_modality;source_data,5,differentiating;migrating;muscle,,stiffness_modulus;strain_deformation;viscosity_viscoelasticity
421,doi:10.1021/acsnano.3c04293,PMC7615193,manual_priority,NONE,17,affiliation_resolved_lab_group;calibration;cell_type_state;correction_retraction_check;exclusions;independent_replication_check;source_data,3,,micropipette_aspiration;optical_tweezers,membrane_tension
422,doi:10.1038/ncb2859,PMC3838899,manual_priority,NONE,17,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;measurement_modality;source_data,7,migrating,,cortical_tension;membrane_tension;strain_deformation;viscosity_viscoelasticity
423,doi:10.1038/ncomms11082,PMC4821876,manual_priority,NONE,17,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check;source_data,8,cancer_tumor;epithelial,immunofluorescence;live_cell_imaging;western_blot,
424,doi:10.1038/ncomms14347,PMC5316839,manual_priority,NONE,17,affiliation_resolved_lab_group;calibration;cell_type_state;correction_retraction_check;exclusions;independent_replication_check;source_data,7,,afm,stiffness_modulus
425,doi:10.1038/s41598-017-02689-x,PMC5451433,manual_priority,NONE,17,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check;source_data,5,apoptotic;cancer_tumor;differentiating;migrating;mitotic;muscle,immunofluorescence;pcr,
426,doi:10.1038/s41598-018-32572-2,PMC6155315,manual_priority,NONE,17,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check;measurement_modality;source_data,6,differentiating;epithelial;migrating;mitotic,,membrane_tension;migration_speed
427,doi:10.1038/s41598-021-85828-9,PMC7990921,manual_priority,NONE,17,affiliation_resolved_lab_group;calibration;cell_type_state;correction_retraction_check;exclusions;independent_replication_check;source_data,5,,afm,strain_deformation
428,doi:10.1038/s41598-021-97950-9,PMC8446051,manual_priority,NONE,17,affiliation_resolved_lab_group;calibration;cell_type_state;correction_retraction_check;exclusions;independent_replication_check;source_data,4,,pcr,strain_deformation
429,doi:10.1038/s41598-026-44527-z,PMC13279817,manual_priority,NONE,17,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check;source_data,6,epithelial;immune;migrating,immunofluorescence;pcr;western_blot,
430,doi:10.1038/s41598-026-48506-2,PMC13230867,manual_priority,NONE,17,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check;source_data,6,apoptotic;cancer_tumor;immune;migrating;mitotic;stem_progenitor,immunofluorescence;western_blot,
